n,ime,i,j,c1,c2
50,Random Block Graph with 7 blocks of order 8,2,3,2,3
50,Random Block Graph with 7 blocks of order 8,2,4,2,1
51,Random Block Graph with 10 blocks of order 6,1,2,2,3
51,Random Block Graph with 10 blocks of order 6,1,3,3,2
51,Random Block Graph with 10 blocks of order 6,1,4,2,3
51,Random Block Graph with 10 blocks of order 6,2,2,2,2
51,Random Block Graph with 10 blocks of order 6,2,3,2,2
51,Random Block Graph with 10 blocks of order 6,2,4,2,2
51,Random Block Graph with 5 blocks of order 11,1,2,1,2
51,Random Block Graph with 5 blocks of order 11,1,3,2,2
51,Random Block Graph with 5 blocks of order 11,1,4,1,2
51,Random Block Graph with 5 blocks of order 11,2,2,1,1
51,Random Block Graph with 5 blocks of order 11,2,3,1,1
51,Random Block Graph with 5 blocks of order 11,2,4,1,1
52,Circular Ladder graph,1,2,4,7
52,Circular Ladder graph,1,3,4,5
52,Circular Ladder graph,1,4,8,4
52,Circular Ladder graph,2,2,3,4
52,Circular Ladder graph,2,3,4,4
52,Circular Ladder graph,2,4,5,4
52,"2D Grid Graph for [4, 13]",1,2,4,8
52,"2D Grid Graph for [4, 13]",1,3,5,4
52,"2D Grid Graph for [4, 13]",1,4,4,4
52,"2D Grid Graph for [4, 13]",2,2,4,3
52,"2D Grid Graph for [4, 13]",2,3,5,3
52,"2D Grid Graph for [4, 13]",2,4,3,4
52,"2D Grid Graph for [13, 4]",1,2,5,6
52,"2D Grid Graph for [13, 4]",1,3,4,5
52,"2D Grid Graph for [13, 4]",1,4,4,5
52,"2D Grid Graph for [13, 4]",2,2,4,4
52,"2D Grid Graph for [13, 4]",2,3,4,3
52,"2D Grid Graph for [13, 4]",2,4,2,4
52,,1,2,9,8
52,,1,3,7,8
52,,1,4,4,7
52,,2,2,5,4
52,,2,3,4,4
52,,2,4,4,4
52,,1,2,8,8
52,,1,3,9,6
52,,1,4,4,5
52,,2,2,4,5
52,,2,3,4,4
52,,2,4,4,4
53,Random Block Graph with 13 blocks of order 5,1,2,3,2
53,Random Block Graph with 13 blocks of order 5,1,3,2,3
53,Random Block Graph with 13 blocks of order 5,1,4,3,3
53,Random Block Graph with 13 blocks of order 5,2,2,2,2
53,Random Block Graph with 13 blocks of order 5,2,3,2,1
53,Random Block Graph with 13 blocks of order 5,2,4,1,2
53,Random Block Graph with 4 blocks of order 14,1,2,1,2
53,Random Block Graph with 4 blocks of order 14,1,3,1,1
53,Random Block Graph with 4 blocks of order 14,1,4,2,2
53,Random Block Graph with 4 blocks of order 14,2,2,1,1
53,Random Block Graph with 4 blocks of order 14,2,3,2,1
53,Random Block Graph with 4 blocks of order 14,2,4,1,1
54,Circular Ladder graph,1,2,7,4
54,Circular Ladder graph,1,3,4,6
54,Circular Ladder graph,1,4,5,5
54,Circular Ladder graph,2,2,4,4
54,Circular Ladder graph,2,3,4,4
54,Circular Ladder graph,2,4,4,4
54,"2D Grid Graph for [6, 9]",1,2,7,6
54,"2D Grid Graph for [6, 9]",1,3,7,7
54,"2D Grid Graph for [6, 9]",1,4,7,5
54,"2D Grid Graph for [6, 9]",2,2,5,4
54,"2D Grid Graph for [6, 9]",2,3,5,5
54,"2D Grid Graph for [6, 9]",2,4,4,4
54,"2D Grid Graph for [9, 6]",1,2,7,6
54,"2D Grid Graph for [9, 6]",1,3,6,6
54,"2D Grid Graph for [9, 6]",1,4,4,4
54,"2D Grid Graph for [9, 6]",2,2,5,4
54,"2D Grid Graph for [9, 6]",2,3,5,5
54,"2D Grid Graph for [9, 6]",2,4,5,6
54,,1,2,6,6
54,,1,3,6,6
54,,1,4,6,5
54,,2,2,6,6
54,,2,3,5,6
54,,2,4,6,4
54,,1,2,6,6
54,,1,3,5,6
54,,1,4,6,5
54,,2,2,6,6
54,,2,3,6,6
54,,2,4,5,5
55,"2D Grid Graph for [5, 11]",1,2,5,5
55,"2D Grid Graph for [5, 11]",1,3,5,5
55,"2D Grid Graph for [5, 11]",1,4,6,6
55,"2D Grid Graph for [5, 11]",2,2,5,4
55,"2D Grid Graph for [5, 11]",2,3,5,4
55,"2D Grid Graph for [5, 11]",2,4,5,3
55,"2D Grid Graph for [11, 5]",1,2,6,6
55,"2D Grid Graph for [11, 5]",1,3,6,6
55,"2D Grid Graph for [11, 5]",1,4,4,6
55,"2D Grid Graph for [11, 5]",2,2,5,4
55,"2D Grid Graph for [11, 5]",2,3,4,5
55,"2D Grid Graph for [11, 5]",2,4,5,4
55,,1,2,7,7
55,,1,3,7,7
55,,1,4,5,6
55,,2,2,5,5
55,,2,3,5,5
55,,2,4,5,5
55,,1,2,7,8
55,,1,3,6,8
55,,1,4,4,5
55,,2,2,5,5
55,,2,3,5,5
55,,2,4,5,5
55,Random Block Graph with 9 blocks of order 7,1,2,2,2
55,Random Block Graph with 9 blocks of order 7,1,3,1,2
55,Random Block Graph with 9 blocks of order 7,1,4,2,2
55,Random Block Graph with 9 blocks of order 7,2,2,2,1
55,Random Block Graph with 9 blocks of order 7,2,3,1,2
55,Random Block Graph with 9 blocks of order 7,2,4,2,2
55,Random Block Graph with 6 blocks of order 10,1,2,2,1
55,Random Block Graph with 6 blocks of order 10,1,3,1,2
55,Random Block Graph with 6 blocks of order 10,1,4,2,2
55,Random Block Graph with 6 blocks of order 10,2,2,1,1
55,Random Block Graph with 6 blocks of order 10,2,3,1,1
55,Random Block Graph with 6 blocks of order 10,2,4,2,1
56,Circular Ladder graph,1,2,4,6
56,Circular Ladder graph,1,3,5,6
56,Circular Ladder graph,1,4,4,5
56,Circular Ladder graph,2,2,2,4
56,Circular Ladder graph,2,3,4,4
56,Circular Ladder graph,2,4,5,4
56,"2D Grid Graph for [4, 14]",1,2,5,7
56,"2D Grid Graph for [4, 14]",1,3,8,6
56,"2D Grid Graph for [4, 14]",1,4,4,6
56,"2D Grid Graph for [4, 14]",2,2,4,5
56,"2D Grid Graph for [4, 14]",2,3,4,5
56,"2D Grid Graph for [4, 14]",2,4,4,3
56,"2D Grid Graph for [14, 4]",1,2,6,5
56,"2D Grid Graph for [14, 4]",1,3,4,4
56,"2D Grid Graph for [14, 4]",1,4,4,7
56,"2D Grid Graph for [14, 4]",2,2,5,5
56,"2D Grid Graph for [14, 4]",2,3,4,5
56,"2D Grid Graph for [14, 4]",2,4,4,3
56,"2D Grid Graph for [7, 8]",1,2,7,7
56,"2D Grid Graph for [7, 8]",1,3,7,8
56,"2D Grid Graph for [7, 8]",1,4,7,5
56,"2D Grid Graph for [7, 8]",2,2,3,5
56,"2D Grid Graph for [7, 8]",2,3,4,4
56,"2D Grid Graph for [7, 8]",2,4,5,4
56,"2D Grid Graph for [8, 7]",1,2,7,6
56,"2D Grid Graph for [8, 7]",1,3,6,6
56,"2D Grid Graph for [8, 7]",1,4,5,6
56,"2D Grid Graph for [8, 7]",2,2,5,6
56,"2D Grid Graph for [8, 7]",2,3,5,4
56,"2D Grid Graph for [8, 7]",2,4,4,4
56,,1,2,7,8
56,,1,3,9,6
56,,1,4,6,7
56,,2,2,5,5
56,,2,3,4,5
56,,2,4,4,5
56,,1,2,6,7
56,,1,3,6,6
56,,1,4,6,5
56,,2,2,7,6
56,,2,3,5,5
56,,2,4,5,5
56,,1,2,7,6
56,,1,3,6,5
56,,1,4,4,5
56,,2,2,7,6
56,,2,3,5,5
56,,2,4,5,4
56,,1,2,8,8
56,,1,3,7,7
56,,1,4,5,8
56,,2,2,4,4
56,,2,3,6,4
56,,2,4,4,4
56,Random Block Graph with 11 blocks of order 6,1,2,1,4
56,Random Block Graph with 11 blocks of order 6,1,3,2,3
56,Random Block Graph with 11 blocks of order 6,1,4,2,3
56,Random Block Graph with 11 blocks of order 6,2,2,1,2
56,Random Block Graph with 11 blocks of order 6,2,3,2,2
56,Random Block Graph with 11 blocks of order 6,2,4,2,2
56,Random Block Graph with 5 blocks of order 12,1,2,2,2
56,Random Block Graph with 5 blocks of order 12,1,3,1,2
56,Random Block Graph with 5 blocks of order 12,1,4,3,1
56,Random Block Graph with 5 blocks of order 12,2,2,1,2
56,Random Block Graph with 5 blocks of order 12,2,3,1,1
56,Random Block Graph with 5 blocks of order 12,2,4,1,3
57,Random Block Graph with 14 blocks of order 5,1,2,2,3
57,Random Block Graph with 14 blocks of order 5,1,3,2,2
57,Random Block Graph with 14 blocks of order 5,1,4,2,2
57,Random Block Graph with 14 blocks of order 5,2,2,1,2
57,Random Block Graph with 14 blocks of order 5,2,3,2,1
57,Random Block Graph with 14 blocks of order 5,2,4,2,2
57,Random Block Graph with 8 blocks of order 8,1,2,2,2
57,Random Block Graph with 8 blocks of order 8,1,3,2,1
57,Random Block Graph with 8 blocks of order 8,1,4,2,2
57,Random Block Graph with 8 blocks of order 8,2,2,1,2
57,Random Block Graph with 8 blocks of order 8,2,3,1,2
57,Random Block Graph with 8 blocks of order 8,2,4,2,2
57,Random Block Graph with 7 blocks of order 9,1,2,2,1
57,Random Block Graph with 7 blocks of order 9,1,3,1,2
57,Random Block Graph with 7 blocks of order 9,1,4,2,2
57,Random Block Graph with 7 blocks of order 9,2,2,1,2
57,Random Block Graph with 7 blocks of order 9,2,3,2,1
57,Random Block Graph with 7 blocks of order 9,2,4,2,2
58,Circular Ladder graph,1,2,8,5
58,Circular Ladder graph,1,3,4,5
58,Circular Ladder graph,1,4,6,5
58,Circular Ladder graph,2,2,4,5
58,Circular Ladder graph,2,3,2,4
58,Circular Ladder graph,2,4,5,5
60,Circular Ladder graph,1,2,5,5
60,Circular Ladder graph,1,3,4,4
60,Circular Ladder graph,1,4,5,5
60,Circular Ladder graph,2,2,2,4
60,Circular Ladder graph,2,3,5,4
60,Circular Ladder graph,2,4,5,4
60,"2D Grid Graph for [5, 12]",1,2,5,6
60,"2D Grid Graph for [5, 12]",1,3,5,6
60,"2D Grid Graph for [5, 12]",1,4,6,5
60,"2D Grid Graph for [5, 12]",2,2,5,4
60,"2D Grid Graph for [5, 12]",2,3,5,4
60,"2D Grid Graph for [5, 12]",2,4,5,5
60,"2D Grid Graph for [12, 5]",1,2,7,9
60,"2D Grid Graph for [12, 5]",1,3,6,5
60,"2D Grid Graph for [12, 5]",1,4,5,6
60,"2D Grid Graph for [12, 5]",2,2,5,2
60,"2D Grid Graph for [12, 5]",2,3,5,4
60,"2D Grid Graph for [12, 5]",2,4,5,5
60,"2D Grid Graph for [6, 10]",1,2,7,6
60,"2D Grid Graph for [6, 10]",1,3,6,7
60,"2D Grid Graph for [6, 10]",1,4,5,6
60,"2D Grid Graph for [6, 10]",2,2,3,2
60,"2D Grid Graph for [6, 10]",2,3,4,5
60,"2D Grid Graph for [6, 10]",2,4,5,5
60,"2D Grid Graph for [10, 6]",1,2,6,6
60,"2D Grid Graph for [10, 6]",1,3,6,7
60,"2D Grid Graph for [10, 6]",1,4,6,5
60,"2D Grid Graph for [10, 6]",2,2,5,5
60,"2D Grid Graph for [10, 6]",2,3,5,5
60,"2D Grid Graph for [10, 6]",2,4,4,4
60,,1,2,10,10
60,,1,3,6,7
60,,1,4,6,5
60,,2,2,5,5
60,,2,3,5,5
60,,2,4,6,5
60,,1,2,6,6
60,,1,3,6,6
60,,1,4,6,6
60,,2,2,6,6
60,,2,3,6,6
60,,2,4,5,6
60,,1,2,7,6
60,,1,3,6,8
60,,1,4,5,4
60,,2,2,6,6
60,,2,3,6,6
60,,2,4,6,5
60,,1,2,9,9
60,,1,3,6,4
60,,1,4,6,8
60,,2,2,5,5
60,,2,3,6,5
60,,2,4,5,5
61,Random Block Graph with 12 blocks of order 6,1,2,3,1
61,Random Block Graph with 12 blocks of order 6,1,3,3,3
61,Random Block Graph with 12 blocks of order 6,1,4,3,2
61,Random Block Graph with 12 blocks of order 6,2,2,2,2
61,Random Block Graph with 12 blocks of order 6,2,3,2,1
61,Random Block Graph with 12 blocks of order 6,2,4,1,2
61,Random Block Graph with 10 blocks of order 7,1,2,3,2
61,Random Block Graph with 10 blocks of order 7,1,3,3,2
61,Random Block Graph with 10 blocks of order 7,1,4,2,2
61,Random Block Graph with 10 blocks of order 7,2,2,1,2
61,Random Block Graph with 10 blocks of order 7,2,3,2,1
61,Random Block Graph with 10 blocks of order 7,2,4,2,2
61,Random Block Graph with 6 blocks of order 11,1,2,2,1
61,Random Block Graph with 6 blocks of order 11,1,3,2,2
61,Random Block Graph with 6 blocks of order 11,1,4,2,2
61,Random Block Graph with 6 blocks of order 11,2,2,1,1
61,Random Block Graph with 6 blocks of order 11,2,3,2,1
61,Random Block Graph with 6 blocks of order 11,2,4,1,2
61,Random Block Graph with 5 blocks of order 13,1,2,2,1
61,Random Block Graph with 5 blocks of order 13,1,3,1,2
61,Random Block Graph with 5 blocks of order 13,1,4,2,2
61,Random Block Graph with 5 blocks of order 13,2,2,1,1
61,Random Block Graph with 5 blocks of order 13,2,3,1,1
61,Random Block Graph with 5 blocks of order 13,2,4,1,1
62,Circular Ladder graph,1,2,7,7
62,Circular Ladder graph,1,3,6,7
62,Circular Ladder graph,1,4,4,4
62,Circular Ladder graph,2,2,4,5
62,Circular Ladder graph,2,3,4,4
62,Circular Ladder graph,2,4,3,4
63,"2D Grid Graph for [7, 9]",1,2,8,7
63,"2D Grid Graph for [7, 9]",1,3,6,7
63,"2D Grid Graph for [7, 9]",1,4,6,6
63,"2D Grid Graph for [7, 9]",2,2,6,6
63,"2D Grid Graph for [7, 9]",2,3,5,4
63,"2D Grid Graph for [7, 9]",2,4,4,4
63,"2D Grid Graph for [9, 7]",1,2,6,7
63,"2D Grid Graph for [9, 7]",1,3,6,7
63,"2D Grid Graph for [9, 7]",1,4,7,8
63,"2D Grid Graph for [9, 7]",2,2,5,6
63,"2D Grid Graph for [9, 7]",2,3,5,6
63,"2D Grid Graph for [9, 7]",2,4,4,5
63,,1,2,8,8
63,,1,3,6,6
63,,1,4,5,6
63,,2,2,6,7
63,,2,3,6,6
63,,2,4,5,5
63,,1,2,9,7
63,,1,3,6,6
63,,1,4,5,6
63,,2,2,7,7
63,,2,3,6,6
63,,2,4,5,5
64,Circular Ladder graph,1,2,7,8
64,Circular Ladder graph,1,3,5,6
64,Circular Ladder graph,1,4,6,6
64,Circular Ladder graph,2,2,3,4
64,Circular Ladder graph,2,3,4,4
64,Circular Ladder graph,2,4,5,4
64,"2D Grid Graph for [8, 8]",1,2,7,9
64,"2D Grid Graph for [8, 8]",1,3,7,7
64,"2D Grid Graph for [8, 8]",1,4,7,6
64,"2D Grid Graph for [8, 8]",2,2,5,3
64,"2D Grid Graph for [8, 8]",2,3,5,5
64,"2D Grid Graph for [8, 8]",2,4,5,5
64,,1,2,8,8
64,,1,3,7,6
64,,1,4,6,6
64,,2,2,7,7
64,,2,3,6,6
64,,2,4,5,6
64,Random Block Graph with 9 blocks of order 8,1,2,2,4
64,Random Block Graph with 9 blocks of order 8,1,3,2,2
64,Random Block Graph with 9 blocks of order 8,1,4,2,2
64,Random Block Graph with 9 blocks of order 8,2,2,2,2
64,Random Block Graph with 9 blocks of order 8,2,3,2,1
64,Random Block Graph with 9 blocks of order 8,2,4,2,2
64,Random Block Graph with 7 blocks of order 10,1,2,2,2
64,Random Block Graph with 7 blocks of order 10,1,3,2,2
64,Random Block Graph with 7 blocks of order 10,1,4,1,2
64,Random Block Graph with 7 blocks of order 10,2,2,1,1
64,Random Block Graph with 7 blocks of order 10,2,3,1,2
64,Random Block Graph with 7 blocks of order 10,2,4,2,2
65,"2D Grid Graph for [5, 13]",1,2,7,7
65,"2D Grid Graph for [5, 13]",1,3,10,5
65,"2D Grid Graph for [5, 13]",1,4,7,5
65,"2D Grid Graph for [5, 13]",2,2,5,5
65,"2D Grid Graph for [5, 13]",2,3,4,5
65,"2D Grid Graph for [5, 13]",2,4,5,5
65,"2D Grid Graph for [13, 5]",1,2,5,5
65,"2D Grid Graph for [13, 5]",1,3,7,8
65,"2D Grid Graph for [13, 5]",1,4,6,8
65,"2D Grid Graph for [13, 5]",2,2,6,3
65,"2D Grid Graph for [13, 5]",2,3,3,5
65,"2D Grid Graph for [13, 5]",2,4,4,5
65,,1,2,7,10
65,,1,3,8,6
65,,1,4,6,10
65,,2,2,5,6
65,,2,3,5,5
65,,2,4,5,5
65,,1,2,8,7
65,,1,3,6,7
65,,1,4,5,5
65,,2,2,5,5
65,,2,3,5,5
65,,2,4,6,5
65,Random Block Graph with 8 blocks of order 9,1,2,2,2
65,Random Block Graph with 8 blocks of order 9,1,3,2,2
65,Random Block Graph with 8 blocks of order 9,1,4,2,2
65,Random Block Graph with 8 blocks of order 9,2,2,2,2
65,Random Block Graph with 8 blocks of order 9,2,3,1,1
65,Random Block Graph with 8 blocks of order 9,2,4,2,2
66,Circular Ladder graph,1,2,5,7
66,Circular Ladder graph,1,3,5,6
66,Circular Ladder graph,1,4,6,4
66,Circular Ladder graph,2,2,2,4
66,Circular Ladder graph,2,3,5,3
66,Circular Ladder graph,2,4,4,4
66,"2D Grid Graph for [6, 11]",1,2,6,7
66,"2D Grid Graph for [6, 11]",1,3,6,7
66,"2D Grid Graph for [6, 11]",1,4,6,6
66,"2D Grid Graph for [6, 11]",2,2,6,5
66,"2D Grid Graph for [6, 11]",2,3,5,4
66,"2D Grid Graph for [6, 11]",2,4,4,4
66,"2D Grid Graph for [11, 6]",1,2,7,6
66,"2D Grid Graph for [11, 6]",1,3,7,7
66,"2D Grid Graph for [11, 6]",1,4,7,5
66,"2D Grid Graph for [11, 6]",2,2,5,4
66,"2D Grid Graph for [11, 6]",2,3,6,6
66,"2D Grid Graph for [11, 6]",2,4,5,4
66,,1,2,7,9
66,,1,3,7,7
66,,1,4,5,5
66,,2,2,6,6
66,,2,3,6,5
66,,2,4,5,5
66,,1,2,9,9
66,,1,3,6,6
66,,1,4,6,5
66,,2,2,6,6
66,,2,3,6,6
66,,2,4,6,6
66,Random Block Graph with 13 blocks of order 6,1,2,3,3
66,Random Block Graph with 13 blocks of order 6,1,3,3,3
66,Random Block Graph with 13 blocks of order 6,1,4,2,2
66,Random Block Graph with 13 blocks of order 6,2,2,1,1
66,Random Block Graph with 13 blocks of order 6,2,3,1,2
66,Random Block Graph with 13 blocks of order 6,2,4,2,2
66,Random Block Graph with 5 blocks of order 14,1,2,1,2
66,Random Block Graph with 5 blocks of order 14,1,3,1,2
66,Random Block Graph with 5 blocks of order 14,1,4,1,2
66,Random Block Graph with 5 blocks of order 14,2,2,1,1
66,Random Block Graph with 5 blocks of order 14,2,3,2,1
66,Random Block Graph with 5 blocks of order 14,2,4,1,2
67,Random Block Graph with 11 blocks of order 7,1,2,2,2
67,Random Block Graph with 11 blocks of order 7,1,3,3,3
67,Random Block Graph with 11 blocks of order 7,1,4,3,2
67,Random Block Graph with 11 blocks of order 7,2,2,2,2
67,Random Block Graph with 11 blocks of order 7,2,3,2,1
67,Random Block Graph with 11 blocks of order 7,2,4,2,3
67,Random Block Graph with 6 blocks of order 12,1,2,2,2
67,Random Block Graph with 6 blocks of order 12,1,3,1,2
67,Random Block Graph with 6 blocks of order 12,1,4,2,2
67,Random Block Graph with 6 blocks of order 12,2,2,1,2
67,Random Block Graph with 6 blocks of order 12,2,3,1,1
67,Random Block Graph with 6 blocks of order 12,2,4,1,2
68,Circular Ladder graph,1,2,6,5
68,Circular Ladder graph,1,3,6,8
68,Circular Ladder graph,1,4,5,6
68,Circular Ladder graph,2,2,3,4
68,Circular Ladder graph,2,3,5,4
68,Circular Ladder graph,2,4,4,4
70,Circular Ladder graph,1,2,8,8
70,Circular Ladder graph,1,3,5,8
70,Circular Ladder graph,1,4,5,7
70,Circular Ladder graph,2,2,4,4
70,Circular Ladder graph,2,3,4,2
70,Circular Ladder graph,2,4,4,5
70,"2D Grid Graph for [5, 14]",1,2,7,6
70,"2D Grid Graph for [5, 14]",1,3,8,6
70,"2D Grid Graph for [5, 14]",1,4,7,5
70,"2D Grid Graph for [5, 14]",2,2,4,5
70,"2D Grid Graph for [5, 14]",2,3,5,5
70,"2D Grid Graph for [5, 14]",2,4,3,4
70,"2D Grid Graph for [14, 5]",1,2,8,5
70,"2D Grid Graph for [14, 5]",1,3,4,8
70,"2D Grid Graph for [14, 5]",1,4,6,7
70,"2D Grid Graph for [14, 5]",2,2,5,4
70,"2D Grid Graph for [14, 5]",2,3,3,5
70,"2D Grid Graph for [14, 5]",2,4,5,5
70,"2D Grid Graph for [7, 10]",1,2,7,7
70,"2D Grid Graph for [7, 10]",1,3,7,6
70,"2D Grid Graph for [7, 10]",1,4,6,6
70,"2D Grid Graph for [7, 10]",2,2,6,4
70,"2D Grid Graph for [7, 10]",2,3,4,5
70,"2D Grid Graph for [7, 10]",2,4,5,6
70,"2D Grid Graph for [10, 7]",1,2,8,7
70,"2D Grid Graph for [10, 7]",1,3,9,6
70,"2D Grid Graph for [10, 7]",1,4,7,6
70,"2D Grid Graph for [10, 7]",2,2,4,5
70,"2D Grid Graph for [10, 7]",2,3,4,5
70,"2D Grid Graph for [10, 7]",2,4,5,5
70,,1,2,9,7
70,,1,3,7,10
70,,1,4,6,10
70,,2,2,5,5
70,,2,3,5,5
70,,2,4,5,5
70,,1,2,6,8
70,,1,3,7,6
70,,1,4,6,6
70,,2,2,7,7
70,,2,3,5,6
70,,2,4,5,6
70,,1,2,6,8
70,,1,3,7,6
70,,1,4,6,6
70,,2,2,7,7
70,,2,3,7,8
70,,2,4,6,6
70,,1,2,9,8
70,,1,3,10,8
70,,1,4,7,9
70,,2,2,5,6
70,,2,3,5,5
70,,2,4,5,5
71,Random Block Graph with 14 blocks of order 6,1,2,2,3
71,Random Block Graph with 14 blocks of order 6,1,3,2,3
71,Random Block Graph with 14 blocks of order 6,1,4,3,2
71,Random Block Graph with 14 blocks of order 6,2,2,2,2
71,Random Block Graph with 14 blocks of order 6,2,3,3,2
71,Random Block Graph with 14 blocks of order 6,2,4,2,2
71,Random Block Graph with 10 blocks of order 8,1,2,3,2
71,Random Block Graph with 10 blocks of order 8,1,3,2,3
71,Random Block Graph with 10 blocks of order 8,1,4,2,2
71,Random Block Graph with 10 blocks of order 8,2,2,1,2
71,Random Block Graph with 10 blocks of order 8,2,3,2,2
71,Random Block Graph with 10 blocks of order 8,2,4,2,3
71,Random Block Graph with 7 blocks of order 11,1,2,2,1
71,Random Block Graph with 7 blocks of order 11,1,3,3,2
71,Random Block Graph with 7 blocks of order 11,1,4,2,2
71,Random Block Graph with 7 blocks of order 11,2,2,2,1
71,Random Block Graph with 7 blocks of order 11,2,3,2,2
71,Random Block Graph with 7 blocks of order 11,2,4,2,2
72,Circular Ladder graph,1,2,4,7
72,Circular Ladder graph,1,3,4,5
72,Circular Ladder graph,1,4,8,5
72,Circular Ladder graph,2,2,4,4
72,Circular Ladder graph,2,3,3,5
72,Circular Ladder graph,2,4,6,4
72,"2D Grid Graph for [6, 12]",1,2,8,7
72,"2D Grid Graph for [6, 12]",1,3,6,8
72,"2D Grid Graph for [6, 12]",1,4,6,7
72,"2D Grid Graph for [6, 12]",2,2,5,6
72,"2D Grid Graph for [6, 12]",2,3,5,5
72,"2D Grid Graph for [6, 12]",2,4,6,5
72,"2D Grid Graph for [12, 6]",1,2,8,9
72,"2D Grid Graph for [12, 6]",1,3,8,7
72,"2D Grid Graph for [12, 6]",1,4,6,6
72,"2D Grid Graph for [12, 6]",2,2,5,5
72,"2D Grid Graph for [12, 6]",2,3,5,5
72,"2D Grid Graph for [12, 6]",2,4,6,6
72,"2D Grid Graph for [8, 9]",1,2,8,8
72,"2D Grid Graph for [8, 9]",1,3,7,9
72,"2D Grid Graph for [8, 9]",1,4,9,9
72,"2D Grid Graph for [8, 9]",2,2,4,4
72,"2D Grid Graph for [8, 9]",2,3,5,5
72,"2D Grid Graph for [8, 9]",2,4,5,5
72,"2D Grid Graph for [9, 8]",1,2,9,7
72,"2D Grid Graph for [9, 8]",1,3,7,8
72,"2D Grid Graph for [9, 8]",1,4,6,9
72,"2D Grid Graph for [9, 8]",2,2,5,4
72,"2D Grid Graph for [9, 8]",2,3,5,6
72,"2D Grid Graph for [9, 8]",2,4,5,5
72,,1,2,7,8
72,,1,3,6,9
72,,1,4,5,6
72,,2,2,6,6
72,,2,3,6,6
72,,2,4,6,5
72,,1,2,7,8
72,,1,3,7,6
72,,1,4,6,6
72,,2,2,6,8
72,,2,3,6,6
72,,2,4,6,6
72,,1,2,6,8
72,,1,3,7,7
72,,1,4,7,5
72,,2,2,8,8
72,,2,3,7,7
72,,2,4,6,7
72,,1,2,6,6
72,,1,3,8,9
72,,1,4,6,7
72,,2,2,6,6
72,,2,3,6,6
72,,2,4,6,6
73,Random Block Graph with 12 blocks of order 7,1,2,2,2
73,Random Block Graph with 12 blocks of order 7,1,3,2,3
73,Random Block Graph with 12 blocks of order 7,1,4,2,2
73,Random Block Graph with 12 blocks of order 7,2,2,2,2
73,Random Block Graph with 12 blocks of order 7,2,3,2,2
73,Random Block Graph with 12 blocks of order 7,2,4,2,2
73,Random Block Graph with 9 blocks of order 9,1,2,2,2
73,Random Block Graph with 9 blocks of order 9,1,3,2,2
73,Random Block Graph with 9 blocks of order 9,1,4,3,4
73,Random Block Graph with 9 blocks of order 9,2,2,2,2
73,Random Block Graph with 9 blocks of order 9,2,3,2,2
73,Random Block Graph with 9 blocks of order 9,2,4,2,2
73,Random Block Graph with 8 blocks of order 10,1,2,2,3
73,Random Block Graph with 8 blocks of order 10,1,3,2,2
73,Random Block Graph with 8 blocks of order 10,1,4,3,2
73,Random Block Graph with 8 blocks of order 10,2,2,1,1
73,Random Block Graph with 8 blocks of order 10,2,3,2,2
73,Random Block Graph with 8 blocks of order 10,2,4,2,1
73,Random Block Graph with 6 blocks of order 13,1,2,1,1
73,Random Block Graph with 6 blocks of order 13,1,3,2,2
73,Random Block Graph with 6 blocks of order 13,1,4,2,2
73,Random Block Graph with 6 blocks of order 13,2,2,1,2
73,Random Block Graph with 6 blocks of order 13,2,3,1,2
73,Random Block Graph with 6 blocks of order 13,2,4,1,1
74,Circular Ladder graph,1,2,4,8
74,Circular Ladder graph,1,3,8,8
74,Circular Ladder graph,1,4,7,7
74,Circular Ladder graph,2,2,4,4
74,Circular Ladder graph,2,3,5,4
74,Circular Ladder graph,2,4,4,5
76,Circular Ladder graph,1,2,7,8
76,Circular Ladder graph,1,3,8,4
76,Circular Ladder graph,1,4,5,6
76,Circular Ladder graph,2,2,4,4
76,Circular Ladder graph,2,3,3,5
76,Circular Ladder graph,2,4,5,5
77,"2D Grid Graph for [7, 11]",1,2,8,7
77,"2D Grid Graph for [7, 11]",1,3,8,7
77,"2D Grid Graph for [7, 11]",1,4,7,7
77,"2D Grid Graph for [7, 11]",2,2,5,4
77,"2D Grid Graph for [7, 11]",2,3,6,6
77,"2D Grid Graph for [7, 11]",2,4,5,5
77,"2D Grid Graph for [11, 7]",1,2,8,8
77,"2D Grid Graph for [11, 7]",1,3,7,6
77,"2D Grid Graph for [11, 7]",1,4,8,9
77,"2D Grid Graph for [11, 7]",2,2,5,3
77,"2D Grid Graph for [11, 7]",2,3,6,6
77,"2D Grid Graph for [11, 7]",2,4,5,5
77,,1,2,9,8
77,,1,3,6,7
77,,1,4,7,6
77,,2,2,7,8
77,,2,3,7,7
77,,2,4,7,6
77,,1,2,8,8
77,,1,3,7,6
77,,1,4,6,7
